סמל_ישוב‭,‬שם_ישוב‭,‬שם_רחוב
429‭,‬אלוני‭ ‬אבא‭ ,‬האגוז
429‭,‬אלוני‭ ‬אבא‭ ,‬האלה
429‭,‬אלוני‭ ‬אבא‭ ,‬האלונים
429‭,‬אלוני‭ ‬אבא‭ ,‬הגפן
429‭,‬אלוני‭ ‬אבא‭ ,‬הדולב
429‭,‬אלוני‭ ‬אבא‭ ,‬ההדרים
429‭,‬אלוני‭ ‬אבא‭ ,‬הזית
429‭,‬אלוני‭ ‬אבא‭ ,‬החוה
429‭,‬אלוני‭ ‬אבא‭ ,‬החורש
429‭,‬אלוני‭ ‬אבא‭ ,‬החרוב
429‭,‬אלוני‭ ‬אבא‭ ,‬הכלניות
429‭,‬אלוני‭ ‬אבא‭ ,‬הכרמים
429‭,‬אלוני‭ ‬אבא‭ ,‬הסמטה‭ ‬הירוקה
429‭,‬אלוני‭ ‬אבא‭ ,‬העמל
429‭,‬אלוני‭ ‬אבא‭ ,‬העמק
429‭,‬אלוני‭ ‬אבא‭ ,‬הרמון
429‭,‬אלוני‭ ‬אבא‭ ,‬הרקפות
429‭,‬אלוני‭ ‬אבא‭ ,‬השקד
429‭,‬אלוני‭ ‬אבא‭ ,‬סמטת‭ ‬הדקלים
429‭,‬אלוני‭ ‬אבא‭ ,‬סמטת‭ ‬הצבר
429‭,‬אלוני‭ ‬אבא‭ ,‬שדרת‭ ‬הברושים
4017‭,‬אלוני‭ ‬הבשן‭ ,‬אלוני‭ ‬הבשן
868‭,‬אלוני‭ ‬יצחק‭ ,‬אלוני‭ ‬יצחק
868‭,‬אלוני‭ ‬יצחק‭ ,‬כפר‭ ‬הנוער
285‭,‬אלונים‭ ,‬אלונים
4002‭,‬אלי‭-‬עד‭ ,‬אלי‭-‬עד
1365‭,‬אליאב‭ ,‬אליאב
1365‭,‬אליאב‭ ,‬אשחר
1365‭,‬אליאב‭ ,‬האטד
1365‭,‬אליאב‭ ,‬האשל
1365‭,‬אליאב‭ ,‬הגפן
1365‭,‬אליאב‭ ,‬הזית
1365‭,‬אליאב‭ ,‬הלוטם
1365‭,‬אליאב‭ ,‬הליבנה
1365‭,‬אליאב‭ ,‬הצבר
1365‭,‬אליאב‭ ,‬השיטה
1365‭,‬אליאב‭ ,‬השקד
1365‭,‬אליאב‭ ,‬חרוב
41‭,‬אליכין‭ ,‬אליכין
41‭,‬אליכין‭ ,‬בשמת
41‭,‬אליכין‭ ,‬גבעת‭ ‬הבריכה
41‭,‬אליכין‭ ,‬האיה
41‭,‬אליכין‭ ,‬האירוס
41‭,‬אליכין‭ ,‬האנפה
41‭,‬אליכין‭ ,‬הגפן
41‭,‬אליכין‭ ,‬הדרור
41‭,‬אליכין‭ ,‬הורד
41‭,‬אליכין‭ ,‬הזמיר
41‭,‬אליכין‭ ,‬החוגלה
41‭,‬אליכין‭ ,‬החוחית
41‭,‬אליכין‭ ,‬החופית
41‭,‬אליכין‭ ,‬החצב
41‭,‬אליכין‭ ,‬החרצית
41‭,‬אליכין‭ ,‬היסמין
41‭,‬אליכין‭ ,‬היסעור
41‭,‬אליכין‭ ,‬הכלנית
41‭,‬אליכין‭ ,‬הלילך
41‭,‬אליכין‭ ,‬הנורית
41‭,‬אליכין‭ ,‬הנחליאלי
41‭,‬אליכין‭ ,‬הנרקיס
41‭,‬אליכין‭ ,‬הסביון
41‭,‬אליכין‭ ,‬הסחלב
41‭,‬אליכין‭ ,‬הסייפן
41‭,‬אליכין‭ ,‬הסלעית
41‭,‬אליכין‭ ,‬הסנונית
41‭,‬אליכין‭ ,‬העפרוני
41‭,‬אליכין‭ ,‬הפשוש
41‭,‬אליכין‭ ,‬הצבעוני
41‭,‬אליכין‭ ,‬הצופית
41‭,‬אליכין‭ ,‬הצפורן
41‭,‬אליכין‭ ,‬הרימון
41‭,‬אליכין‭ ,‬הרקפת
41‭,‬אליכין‭ ,"‬הרש‭""‬ש"
41‭,‬אליכין‭ ,‬השחף
41‭,‬אליכין‭ ,‬השלדג
41‭,‬אליכין‭ ,‬התאנה
41‭,‬אליכין‭ ,‬התמר
41‭,‬אליכין‭ ,‬חבצלת‭ ‬השרון
41‭,‬אליכין‭ ,‬כנפי‭ ‬נשרים
41‭,‬אליכין‭ ,‬מרבד‭ ‬הקסמים
41‭,‬אליכין‭ ,‬סיגלית
41‭,‬אליכין‭ ,"‬רמב‭""‬ם"
41‭,‬אליכין‭ ,‬שבזי
41‭,‬אליכין‭ ,‬שכ‭ ‬האלונים
41‭,‬אליכין‭ ,‬שקד
1248‭,‬אליפז‭ ,‬אליפז
730‭,‬אליפלט‭ ,‬אליפלט
682‭,‬אליקים‭ ,‬אליקים
204‭,‬אלישיב‭ ,‬אלישיב
204‭,‬אלישיב‭ ,‬הבאר
204‭,‬אלישיב‭ ,‬הגבעה
204‭,‬אלישיב‭ ,‬הגורן
204‭,‬אלישיב‭ ,‬הגפן
204‭,‬אלישיב‭ ,‬הזית
204‭,‬אלישיב‭ ,‬החיטה
204‭,‬אלישיב‭ ,‬החרוב
204‭,‬אלישיב‭ ,‬הכלנית
204‭,‬אלישיב‭ ,‬הראשונים
204‭,‬אלישיב‭ ,‬הרימון
204‭,‬אלישיב‭ ,‬השעורה
204‭,‬אלישיב‭ ,‬התאנה
204‭,‬אלישיב‭ ,‬התמר
841‭,‬אלישמע‭ ,‬אלישמע
841‭,‬אלישמע‭ ,‬הדקל
841‭,‬אלישמע‭ ,‬הורדים
841‭,‬אלישמע‭ ,‬הנרקיס
841‭,‬אלישמע‭ ,‬הרחבה
841‭,‬אלישמע‭ ,‬הרקפת
841‭,‬אלישמע‭ ,‬כלנית
841‭,‬אלישמע‭ ,‬סמ‭ ‬אורן
841‭,‬אלישמע‭ ,‬סמ‭ ‬אלה
841‭,‬אלישמע‭ ,‬סמ‭ ‬אלון
841‭,‬אלישמע‭ ,‬סמ‭ ‬אקליפטוס
841‭,‬אלישמע‭ ,‬סמ‭ ‬ברוש
841‭,‬אלישמע‭ ,‬סמ‭ ‬זית
841‭,‬אלישמע‭ ,‬סמ‭ ‬חרוב
841‭,‬אלישמע‭ ,‬סמ‭ ‬צאלון
841‭,‬אלישמע‭ ,‬סמ‭ ‬תמר
1125‭,‬אלמגור‭ ,‬אלמגור
3556‭,‬אלמוג‭ ,‬אלמוג
1309‭,‬אלעד‭ ,‬אבטליון
1309‭,‬אלעד‭ ,‬אבן‭ ‬גבירול
1309‭,‬אלעד‭ ,‬אבן‭ ‬עזרא
1309‭,‬אלעד‭ ,‬אלעד
1309‭,‬אלעד‭ ,‬בעלי‭ ‬התוספות
1309‭,‬אלעד‭ ,"‬הב‭""‬ח"
1309‭,‬אלעד‭ ,‬הזמיר
1309‭,‬אלעד‭ ,‬הלל
1309‭,‬אלעד‭ ,‬המאירי
1309‭,‬אלעד‭ ,"‬המהרש‭""‬ל"
1309‭,‬אלעד‭ ,"‬הר‭""‬ן"
1309‭,‬אלעד‭ ,"‬הרא‭""‬ש"
1309‭,‬אלעד‭ ,"‬הרי‭""‬ף"
1309‭,‬אלעד‭ ,‬התאנה
1309‭,‬אלעד‭ ,‬התור
1309‭,‬אלעד‭ ,‬חוני‭ ‬המעגל
1309‭,‬אלעד‭ ,‬סעדיה‭ ‬גאון
1309‭,‬אלעד‭ ,‬עובדיה‭ ‬מברטנורה
1309‭,‬אלעד‭ ,"‬ראב‭""‬ד"
1309‭,‬אלעד‭ ,‬רבי‭ ‬חייא
1309‭,‬אלעד‭ ,‬רבי‭ ‬טרפון
1309‭,‬אלעד‭ ,‬רבי‭ ‬יהודה‭ ‬הלוי
1309‭,‬אלעד‭ ,‬רבי‭ ‬יהודה‭ ‬הנשיא
1309‭,‬אלעד‭ ,‬רבי‭ ‬יהושע
1309‭,‬אלעד‭ ,‬רבי‭ ‬יונתן‭ ‬בן‭ ‬עוזיאל
1309‭,‬אלעד‭ ,‬רבי‭ ‬יוסי‭ ‬בן‭ ‬קיסמא
1309‭,‬אלעד‭ ,‬רבי‭ ‬יוסף‭ ‬קארו
1309‭,‬אלעד‭ ,‬רבי‭ ‬מאיר
1309‭,‬אלעד‭ ,‬רבי‭ ‬עקיבא
1309‭,‬אלעד‭ ,‬רבי‭ ‬פנחס‭ ‬בן‭ ‬יאיר
1309‭,‬אלעד‭ ,‬רבי‭ ‬שמואל‭ ‬הנגיד
1309‭,‬אלעד‭ ,‬רבינו‭ ‬בחיי
1309‭,‬אלעד‭ ,‬רבינו‭ ‬גרשום
1309‭,‬אלעד‭ ,‬רבינו‭ ‬חננאל
1309‭,‬אלעד‭ ,‬רבן‭ ‬גמליאל
1309‭,‬אלעד‭ ,‬רבן‭ ‬יוחנן‭ ‬בן‭ ‬זכאי
1309‭,‬אלעד‭ ,‬רבנו‭ ‬ניסים‭ ‬גאון
1309‭,‬אלעד‭ ,‬רבנו‭ ‬תם
1309‭,‬אלעד‭ ,"‬רד‭""‬ק"
1309‭,‬אלעד‭ ,‬רובע‭ ‬A
1309‭,‬אלעד‭ ,‬רובע‭ ‬B
1309‭,‬אלעד‭ ,‬רובע‭ ‬C
1309‭,‬אלעד‭ ,‬רובע‭ ‬D
1309‭,‬אלעד‭ ,‬רובע‭ ‬E
1309‭,‬אלעד‭ ,‬רובע‭ ‬F
1309‭,‬אלעד‭ ,‬רובע‭ ‬G
1309‭,‬אלעד‭ ,‬רובע‭ ‬H
1309‭,‬אלעד‭ ,"‬ריטב‭""‬א"
1309‭,‬אלעד‭ ,"‬רמ‭""‬ה"
1309‭,‬אלעד‭ ,"‬רמב‭""‬ם"
1309‭,‬אלעד‭ ,"‬רמב‭""‬ן"
1309‭,‬אלעד‭ ,"‬רש‭""‬י"
1309‭,‬אלעד‭ ,"‬רשב‭""‬י"
1309‭,‬אלעד‭ ,"‬רשב‭""‬ם"
1309‭,‬אלעד‭ ,‬שכ‭ ‬מרומי‭ ‬אלעד
1309‭,‬אלעד‭ ,‬שמאי
1309‭,‬אלעד‭ ,‬שמעון‭ ‬בן‭ ‬שטח
1309‭,‬אלעד‭ ,‬שמעון‭ ‬הצדיק
1309‭,‬אלעד‭ ,‬שמעיה
3618‭,‬אלעזר‭ ,‬אלעזר
3618‭,‬אלעזר‭ ,‬בית‭ ‬זכריה
3618‭,‬אלעזר‭ ,‬בית‭ ‬צור
3618‭,‬אלעזר‭ ,‬גופנה
3618‭,‬אלעזר‭ ,‬גוש‭ ‬קטיף
3618‭,‬אלעזר‭ ,‬גן‭ ‬אור
3618‭,‬אלעזר‭ ,‬גני‭ ‬טל
3618‭,‬אלעזר‭ ,‬דרך‭ ‬נתיב‭ ‬האבות
3618‭,‬אלעזר‭ ,‬חשמונאים
3618‭,‬אלעזר‭ ,‬יהודה
3618‭,‬אלעזר‭ ,‬יהודית
3618‭,‬אלעזר‭ ,‬יהונתן
3618‭,‬אלעזר‭ ,‬יוחנן
3618‭,‬אלעזר‭ ,‬מודיעין
3618‭,‬אלעזר‭ ,‬מעלה‭ ‬בית‭ ‬חורון
3618‭,‬אלעזר‭ ,‬מתתיהו
3618‭,‬אלעזר‭ ,‬נווה‭ ‬דקלים
3618‭,‬אלעזר‭ ,‬ניסנית
3618‭,‬אלעזר‭ ,‬נצר‭ ‬חזני
3618‭,‬אלעזר‭ ,‬נצרים
3618‭,‬אלעזר‭ ,‬שכ‭ ‬נתיב‭ ‬האבות
3618‭,‬אלעזר‭ ,‬שלומציון
3618‭,‬אלעזר‭ ,‬שמעון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אדיר
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אודם
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אזור‭ ‬תעשייה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אילון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אירוס
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אלפי‭ ‬מנשה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬אמנון‭ ‬ותמר
3750‭,‬אלפי‭ ‬מנשה‭ ,‬ארבל
3750‭,‬אלפי‭ ‬מנשה‭ ,‬בשור
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גבעת‭ ‬טל
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גולן
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גלבוע
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גליל
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גלעד
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גפן
3750‭,‬אלפי‭ ‬מנשה‭ ,‬גרניט
3750‭,‬אלפי‭ ‬מנשה‭ ,‬דגנית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬דוכיפת
3750‭,‬אלפי‭ ‬מנשה‭ ,‬דם‭ ‬המכבים
3750‭,‬אלפי‭ ‬מנשה‭ ,‬דן
3750‭,‬אלפי‭ ‬מנשה‭ ,‬דרור
3750‭,‬אלפי‭ ‬מנשה‭ ,‬דרך‭ ‬חסדאי‭ ‬אליעזר
3750‭,‬אלפי‭ ‬מנשה‭ ,‬הזית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬החרוב
3750‭,‬אלפי‭ ‬מנשה‭ ,‬העמק
3750‭,‬אלפי‭ ‬מנשה‭ ,‬הרדוף
3750‭,‬אלפי‭ ‬מנשה‭ ,‬השפלה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬התאנה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬חבצלת
3750‭,‬אלפי‭ ‬מנשה‭ ,‬חוחית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬חלוצי‭ ‬התעשיה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬חרמון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬חרצית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬טופז
3750‭,‬אלפי‭ ‬מנשה‭ ,‬יהודה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬יסמין
3750‭,‬אלפי‭ ‬מנשה‭ ,‬ירדן
3750‭,‬אלפי‭ ‬מנשה‭ ,‬כלנית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬כנען
3750‭,‬אלפי‭ ‬מנשה‭ ,‬כנרת
3750‭,‬אלפי‭ ‬מנשה‭ ,‬כרכום
3750‭,‬אלפי‭ ‬מנשה‭ ,‬כרמל
3750‭,‬אלפי‭ ‬מנשה‭ ,‬לבנה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬לוטם
3750‭,‬אלפי‭ ‬מנשה‭ ,‬לכיש
3750‭,‬אלפי‭ ‬מנשה‭ ,‬מירון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬מנור
3750‭,‬אלפי‭ ‬מנשה‭ ,‬מרגנית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬משעול‭ ‬סייפן
3750‭,‬אלפי‭ ‬מנשה‭ ,‬נגב
3750‭,‬אלפי‭ ‬מנשה‭ ,‬נרקיס
3750‭,‬אלפי‭ ‬מנשה‭ ,‬סביון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬סייפן
3750‭,‬אלפי‭ ‬מנשה‭ ,‬סלעית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬סמ‭ ‬תבור
3750‭,‬אלפי‭ ‬מנשה‭ ,‬סנונית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬עפרוני
3750‭,‬אלפי‭ ‬מנשה‭ ,‬עצמון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬ערבה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬פולג
3750‭,‬אלפי‭ ‬מנשה‭ ,‬פשוש
3750‭,‬אלפי‭ ‬מנשה‭ ,‬צבעוני
3750‭,‬אלפי‭ ‬מנשה‭ ,‬צופית
3750‭,‬אלפי‭ ‬מנשה‭ ,‬קדרון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬רביד
3750‭,‬אלפי‭ ‬מנשה‭ ,‬רותם
3750‭,‬אלפי‭ ‬מנשה‭ ,‬רקפת
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שגיא
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שובל
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שומרון
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שורק
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שכ‭ ‬יובלים
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שכ‭ ‬כפיר‭ ‬יוסף
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שכ‭ ‬נופיה
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שלדג
3750‭,‬אלפי‭ ‬מנשה‭ ,‬שניר
3750‭,‬אלפי‭ ‬מנשה‭ ,‬תבור
603‭,‬אלקוש‭ ,‬אלקוש
3560‭,‬אלקנה‭ ,‬אבקת‭ ‬רוכל
3560‭,‬אלקנה‭ ,‬אדני‭ ‬פז
3560‭,‬אלקנה‭ ,‬אהלי‭ ‬קידר
3560‭,‬אלקנה‭ ,‬איבי‭ ‬הנחל
3560‭,‬אלקנה‭ ,‬אילות‭ ‬השדה
3560‭,‬אלקנה‭ ,‬אלף‭ ‬המגן
3560‭,‬אלקנה‭ ,‬אלקנה
3560‭,‬אלקנה‭ ,‬אעלה‭ ‬בתמר
3560‭,‬אלקנה‭ ,‬אפיקי‭ ‬מים
3560‭,‬אלקנה‭ ,‬ארזים
3560‭,‬אלקנה‭ ,‬אשכולות‭ ‬הגפן
3560‭,‬אלקנה‭ ,‬בנות‭ ‬ירושלים
3560‭,‬אלקנה‭ ,‬גבורי‭ ‬ישראל
3560‭,‬אלקנה‭ ,‬גבעת‭ ‬הלבונה
3560‭,‬אלקנה‭ ,‬גינת‭ ‬אגוז
3560‭,‬אלקנה‭ ,‬הכרם
3560‭,‬אלקנה‭ ,‬הר‭ ‬גלעד
3560‭,‬אלקנה‭ ,‬הר‭ ‬המור
3560‭,‬אלקנה‭ ,‬הרי‭ ‬בשמים
3560‭,‬אלקנה‭ ,‬חבצלת‭ ‬השרון
3560‭,‬אלקנה‭ ,‬חגוי‭ ‬הסלע
3560‭,‬אלקנה‭ ,‬חוט‭ ‬השני
3560‭,‬אלקנה‭ ,‬חרמון
3560‭,‬אלקנה‭ ,‬טורי‭ ‬זהב
3560‭,‬אלקנה‭ ,‬כרכום
3560‭,‬אלקנה‭ ,‬כרמל
3560‭,‬אלקנה‭ ,‬מגדל‭ ‬דוד
3560‭,‬אלקנה‭ ,‬מגדל‭ ‬הלבנון
3560‭,‬אלקנה‭ ,‬מגן‭ ‬דן
3560‭,‬אלקנה‭ ,‬מחניים
3560‭,‬אלקנה‭ ,‬מים‭ ‬חיים
3560‭,‬אלקנה‭ ,‬מכללת‭ ‬אורות
3560‭,‬אלקנה‭ ,‬מעין‭ ‬גנים
3560‭,‬אלקנה‭ ,‬מעלה‭ ‬ארגמן
3560‭,‬אלקנה‭ ,‬משכנות‭ ‬הרועים
3560‭,‬אלקנה‭ ,‬משעול‭ ‬ספיר
3560‭,‬אלקנה‭ ,‬משעול‭ ‬תרשיש
3560‭,‬אלקנה‭ ,‬ניצנים
3560‭,‬אלקנה‭ ,‬סמדר
3560‭,‬אלקנה‭ ,‬עורי‭ ‬צפון
3560‭,‬אלקנה‭ ,‬עין‭ ‬גדי
3560‭,‬אלקנה‭ ,‬עמודי‭ ‬שיש
3560‭,‬אלקנה‭ ,‬עקבי‭ ‬הצאן
3560‭,‬אלקנה‭ ,‬ערוגות‭ ‬הבושם
3560‭,‬אלקנה‭ ,‬עת‭ ‬הזמיר
3560‭,‬אלקנה‭ ,‬פלח‭ ‬הרימון
3560‭,‬אלקנה‭ ,‬פרדס‭ ‬רימונים
3560‭,‬אלקנה‭ ,‬פרי‭ ‬מגדים
3560‭,‬אלקנה‭ ,‬צרור‭ ‬המור
3560‭,‬אלקנה‭ ,‬קול‭ ‬התור
3560‭,‬אלקנה‭ ,‬קינמון
3560‭,‬אלקנה‭ ,‬קרית‭ ‬חינוך
3560‭,‬אלקנה‭ ,‬רשפי‭ ‬אש
3560‭,‬אלקנה‭ ,‬שדרות‭ ‬שלמה‭ ‬המלך
3560‭,‬אלקנה‭ ,‬שומרי‭ ‬החומות
3560‭,‬אלקנה‭ ,‬שושנים
3560‭,‬אלקנה‭ ,‬שושנת‭ ‬העמקים
3560‭,‬אלקנה‭ ,‬שיר‭ ‬השירים
3560‭,‬אלקנה‭ ,‬שלטי‭ ‬גבורים
3560‭,‬אלקנה‭ ,‬שניר
3560‭,‬אלקנה‭ ,‬תאנה
3560‭,‬אלקנה‭ ,‬תלפיות
3560‭,‬אלקנה‭ ,‬תפוח
772‭,‬אמונים‭ ,‬אמונים
772‭,‬אמונים‭ ,‬הדס
772‭,‬אמונים‭ ,‬הדקל
772‭,‬אמונים‭ ,‬הזית
772‭,‬אמונים‭ ,‬הרימון
772‭,‬אמונים‭ ,‬השקד
772‭,‬אמונים‭ ,‬התאנה
1064‭,‬אמירים‭ ,‬אמירים
1253‭,‬אמנון‭ ,‬אמנון
1253‭,‬אמנון‭ ,‬האלה
1253‭,‬אמנון‭ ,‬האלון
1253‭,‬אמנון‭ ,‬הדקל
1253‭,‬אמנון‭ ,‬הזית
1253‭,‬אמנון‭ ,‬הפיקוס
1253‭,‬אמנון‭ ,‬הרימון
1253‭,‬אמנון‭ ,‬השיטה
1253‭,‬אמנון‭ ,‬השיקמה
1253‭,‬אמנון‭ ,‬השקד
1253‭,‬אמנון‭ ,‬התאנה
23‭,‬אמציה‭ ,‬אמציה
4012‭,‬אניעם‭ ,‬אניעם
960‭,‬אסד‭ (‬שבט‭) ,‬אסד‭ (‬שבט‭)‬
3754‭,‬אספר‭ ,‬אמרי‭ ‬מרדכי
3754‭,‬אספר‭ ,‬אספר
3754‭,‬אספר‭ ,‬נחל‭ ‬דוד
3754‭,‬אספר‭ ,‬נחל‭ ‬דרגה
3754‭,‬אספר‭ ,‬נחל‭ ‬עמוס
3754‭,‬אספר‭ ,‬נחל‭ ‬ערוגות
3754‭,‬אספר‭ ,‬נחל‭ ‬קדם
3754‭,‬אספר‭ ,‬נחל‭ ‬תקוע
3754‭,‬אספר‭ ,‬שכ‭ ‬פני‭ ‬קדם
529‭,‬אעבלין‭ ,‬אבו‭ ‬ח‭'‬רביש
529‭,‬אעבלין‭ ,‬אבו‭ ‬נח‭'‬לה
529‭,‬אעבלין‭ ,‬אל‭ ‬רג‭'‬ום
529‭,‬אעבלין‭ ,‬אלביאדר
529‭,‬אעבלין‭ ,‬אלג‭'‬בל
529‭,‬אעבלין‭ ,‬אלג‭'‬למה
529‭,‬אעבלין‭ ,‬אלח‭'‬לה
529‭,‬אעבלין‭ ,‬אלכרום
529‭,‬אעבלין‭ ,‬אלפס
529‭,‬אעבלין‭ ,‬אלשמאלי
529‭,‬אעבלין‭ ,‬אם‭ ‬אלשתויה
529‭,‬אעבלין‭ ,‬אעבלין
529‭,‬אעבלין‭ ,‬בח‭'‬ית
529‭,‬אעבלין‭ ,‬בין‭ ‬אלג‭'‬לאים
529‭,‬אעבלין‭ ,‬בלישה
529‭,‬אעבלין‭ ,‬גרעין‭ ‬הכפר
529‭,‬אעבלין‭ ,‬ואדי‭ ‬אלסהילה
529‭,‬אעבלין‭ ,‬מקתול
529‭,‬אעבלין‭ ,‬סירת‭ ‬אלעג‭'‬אל
529‭,‬אעבלין‭ ,‬עין‭ ‬אלתינה
529‭,‬אעבלין‭ ,‬ראס‭ ‬נעמה
529‭,‬אעבלין‭ ,‬שכונת‭ ‬מגרש‭ ‬כדורגל
963‭,‬אעצם‭ (‬שבט‭) ,‬אעצם‭ (‬שבט‭)‬
959‭,‬אפיניש‭ (‬שבט‭) ,‬אפיניש‭ (‬שבט‭)‬
4301‭,‬אפיק‭ ,‬אפיק
176‭,‬אפיקים‭ ,‬אפיקים
313‭,‬אפק‭ ,‬אפק
3650‭,‬אפרת‭ ,‬אלה
3650‭,‬אפרת‭ ,‬אפרת
3650‭,‬אפרת‭ ,‬אריאל
3650‭,‬אפרת‭ ,‬בועז
3650‭,‬אפרת‭ ,‬בית‭ ‬הבחירה
3650‭,‬אפרת‭ ,‬גבעת‭ ‬הזית
3650‭,‬אפרת‭ ,‬דביר
3650‭,‬אפרת‭ ,‬האלומה
3650‭,‬אפרת‭ ,‬הגואל
3650‭,‬אפרת‭ ,‬הגורן
3650‭,‬אפרת‭ ,‬הגפן
3650‭,‬אפרת‭ ,‬הדבש
3650‭,‬אפרת‭ ,‬הדגן
3650‭,‬אפרת‭ ,‬הדקל
3650‭,‬אפרת‭ ,‬הזורעים
3650‭,‬אפרת‭ ,‬החריש
3650‭,‬אפרת‭ ,‬הכרמים
3650‭,‬אפרת‭ ,"‬הל‭""‬ה"
3650‭,‬אפרת‭ ,‬המנורה
3650‭,‬אפרת‭ ,‬המעיין
3650‭,‬אפרת‭ ,‬העומר
3650‭,‬אפרת‭ ,‬הציפורן
3650‭,‬אפרת‭ ,‬הקציר
3650‭,‬אפרת‭ ,‬השיירות
3650‭,‬אפרת‭ ,‬השקמה
3650‭,‬אפרת‭ ,‬התאנה
3650‭,‬אפרת‭ ,‬זית‭ ‬שמן
3650‭,‬אפרת‭ ,‬זכריה
3650‭,‬אפרת‭ ,‬זרובבל
3650‭,‬אפרת‭ ,‬חגי
3650‭,‬אפרת‭ ,‬חזקיהו‭ ‬המלך
3650‭,‬אפרת‭ ,‬חנה
3650‭,‬אפרת‭ ,‬יהודה‭ ‬המכבי
3650‭,‬אפרת‭ ,‬יונתן‭ ‬החשמונאי
3650‭,‬אפרת‭ ,‬כורש
3650‭,‬אפרת‭ ,‬מבוא‭ ‬אלון
3650‭,‬אפרת‭ ,‬מבוא‭ ‬הדס
3650‭,‬אפרת‭ ,‬מבוא‭ ‬הדר
3650‭,‬אפרת‭ ,‬מבוא‭ ‬ההר‭ ‬הטוב
3650‭,‬אפרת‭ ,‬מבוא‭ ‬חרוב
3650‭,‬אפרת‭ ,‬מבוא‭ ‬יצהר
3650‭,‬אפרת‭ ,‬מבוא‭ ‬ניקנור
3650‭,‬אפרת‭ ,‬מבוא‭ ‬ערבה
3650‭,‬אפרת‭ ,‬מגדל‭ ‬עדר
3650‭,‬אפרת‭ ,‬מוריה
3650‭,‬אפרת‭ ,‬מורית
3650‭,‬אפרת‭ ,‬מעלה‭ ‬אביב
3650‭,‬אפרת‭ ,‬מעלה‭ ‬אורן
3650‭,‬אפרת‭ ,‬מעלה‭ ‬ברוש
3650‭,‬אפרת‭ ,‬מעלה‭ ‬גבעול
3650‭,‬אפרת‭ ,‬מעלה‭ ‬הביכורים
3650‭,‬אפרת‭ ,‬מעלה‭ ‬הזית
3650‭,‬אפרת‭ ,‬מעלה‭ ‬הלקט
3650‭,‬אפרת‭ ,‬מעלה‭ ‬המגל
3650‭,‬אפרת‭ ,‬מעלה‭ ‬המורג
3650‭,‬אפרת‭ ,‬מעלה‭ ‬המנחה
3650‭,‬אפרת‭ ,‬מעלה‭ ‬הסלע
3650‭,‬אפרת‭ ,‬מעלה‭ ‬השקד
3650‭,‬אפרת‭ ,‬מעלה‭ ‬התלם
3650‭,‬אפרת‭ ,‬מעלה‭ ‬יערה
3650‭,‬אפרת‭ ,‬מעלה‭ ‬כפר‭ ‬עציון
3650‭,‬אפרת‭ ,‬מעלה‭ ‬כרמל
3650‭,‬אפרת‭ ,‬מעלה‭ ‬לוטם
3650‭,‬אפרת‭ ,‬מעלה‭ ‬משואות‭ ‬יצחק
3650‭,‬אפרת‭ ,‬מעלה‭ ‬עין‭ ‬צורים
3650‭,‬אפרת‭ ,‬מעלה‭ ‬קטלב
3650‭,‬אפרת‭ ,‬מעלה‭ ‬רבדים
3650‭,‬אפרת‭ ,‬מעלה‭ ‬שיבולת
